Test sample: 0, Best fit sample: 87864, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 760, Best fit sample: 65630, Predicted cost: 0.597064, Actual cost: 1.437005, Square loss: 0.705501
Test sample: 761, Best fit sample: 65630, Predicted cost: 0.597064, Actual cost: 1.565661, Square loss: 0.938180
Test sample: 762, Best fit sample: 726, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 763, Best fit sample: 46671, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 764, Best fit sample: 19386, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 765, Best fit sample: 19386, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 766, Best fit sample: 35214, Predicted cost: 2.043478, Actual cost: 6.928786, Square loss: 23.866235
Test sample: 767, Best fit sample: 35214, Predicted cost: 2.043478, Actual cost: 9.530828, Square loss: 56.060421
Test sample: 768, Best fit sample: 15211, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 769, Best fit sample: 13032, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 770, Best fit sample: 12464, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 771, Best fit sample: 13033, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 772, Best fit sample: 13034, Predicted cost: 0.000053, Actual cost: 0.000053, Square loss: 0.000000
Test sample: 773, Best fit sample: 13035, Predicted cost: 0.000254, Actual cost: 0.000254, Square loss: 0.000000
Test sample: 774, Best fit sample: 92509, Predicted cost: 0.000465, Actual cost: 0.002325, Square loss: 0.000003
Test sample: 775, Best fit sample: 36046, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 776, Best fit sample: 213, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 777, Best fit sample: 5760, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 778, Best fit sample: 837, Predicted cost: 0.000000, Actual cost: 1.505819, Square loss: 2.267492
Test sample: 779, Best fit sample: 193, Predicted cost: 0.000000, Actual cost: 1.505887, Square loss: 2.267694
Test sample: 780, Best fit sample: 27666, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 781, Best fit sample: 12185, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 782, Best fit sample: 44634, Predicted cost: 0.106890, Actual cost: 6.168603, Square loss: 36.744374
Test sample: 783, Best fit sample: 47103, Predicted cost: 0.003926, Actual cost: 6.168618, Square loss: 38.003426
Test sample: 784, Best fit sample: 684, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 785, Best fit sample: 1497, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 786, Best fit sample: 63671, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 787, Best fit sample: 17467, Predicted cost: 0.000000, Actual cost: 1.540051, Square loss: 2.371756
Test sample: 788, Best fit sample: 13258, Predicted cost: 0.028957, Actual cost: 2.713815, Square loss: 7.208462
Test sample: 789, Best fit sample: 5173, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 790, Best fit sample: 2217, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 791, Best fit sample: 51304, Predicted cost: 1.407587, Actual cost: 0.036862, Square loss: 1.878889
Test sample: 792, Best fit sample: 13530, Predicted cost: 0.001869, Actual cost: 0.000000, Square loss: 0.000003
Test sample: 793, Best fit sample: 35933, Predicted cost: 0.000000, Actual cost: 0.027112, Square loss: 0.000735
Test sample: 794, Best fit sample: 34154, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 795, Best fit sample: 300, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 796, Best fit sample: 5568, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 797, Best fit sample: 18994, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 798, Best fit sample: 8423, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 799, Best fit sample: 11211, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 800, Best fit sample: 67668, Predicted cost: 0.000000, Actual cost: 0.000189, Square loss: 0.000000
Test sample: 801, Best fit sample: 39361, Predicted cost: 0.000322, Actual cost: 0.000204, Square loss: 0.000000
Test sample: 802, Best fit sample: 20682, Predicted cost: 0.000073, Actual cost: 0.000013, Square loss: 0.000000
Test sample: 803, Best fit sample: 20683, Predicted cost: 0.000114, Actual cost: 0.698869, Square loss: 0.488258
Test sample: 804, Best fit sample: 83596, Predicted cost: 2.754439, Actual cost: 0.701177, Square loss: 4.215885
Test sample: 805, Best fit sample: 83596, Predicted cost: 2.754439, Actual cost: 0.787378, Square loss: 3.869328
Test sample: 806, Best fit sample: 6871, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 807, Best fit sample: 8471, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 808, Best fit sample: 38074, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 809, Best fit sample: 25250, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 810, Best fit sample: 66785, Predicted cost: 0.000190, Actual cost: 0.000069, Square loss: 0.000000
Test sample: 811, Best fit sample: 66785, Predicted cost: 0.000190, Actual cost: 0.456880, Square loss: 0.208566
Test sample: 812, Best fit sample: 34958, Predicted cost: 0.000220, Actual cost: 0.456971, Square loss: 0.208622
Test sample: 813, Best fit sample: 64661, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 814, Best fit sample: 2704, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 815, Best fit sample: 45556, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 816, Best fit sample: 3504, Predicted cost: 0.000000, Actual cost: 0.194499, Square loss: 0.037830
Test sample: 817, Best fit sample: 18243, Predicted cost: 0.027479, Actual cost: 1.090412, Square loss: 1.129827
Test sample: 818, Best fit sample: 64662, Predicted cost: 0.000173, Actual cost: 1.090499, Square loss: 1.188811
Test sample: 819, Best fit sample: 441, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 820, Best fit sample: 1113, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 821, Best fit sample: 1114, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 822, Best fit sample: 1115, Predicted cost: 1.557101, Actual cost: 1.557101, Square loss: 0.000000
Test sample: 823, Best fit sample: 1116, Predicted cost: 2.414011, Actual cost: 2.414011, Square loss: 0.000000
Test sample: 824, Best fit sample: 60467, Predicted cost: 2.425832, Actual cost: 2.477468, Square loss: 0.002666
Test sample: 825, Best fit sample: 91988, Predicted cost: 0.010936, Actual cost: 0.021217, Square loss: 0.000106
Test sample: 826, Best fit sample: 29737, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 827, Best fit sample: 13494, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 828, Best fit sample: 1389, Predicted cost: 3.023467, Actual cost: 0.194528, Square loss: 8.002899
Test sample: 829, Best fit sample: 29737, Predicted cost: 0.000000, Actual cost: 3.869443, Square loss: 14.972591
Test sample: 830, Best fit sample: 29738, Predicted cost: 1.457828, Actual cost: 4.305233, Square loss: 8.107716
Test sample: 831, Best fit sample: 12441, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 832, Best fit sample: 78001, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 833, Best fit sample: 52076, Predicted cost: 0.001186, Actual cost: 0.152781, Square loss: 0.022981
Test sample: 834, Best fit sample: 72405, Predicted cost: 0.000000, Actual cost: 5.335868, Square loss: 28.471491
Test sample: 835, Best fit sample: 189, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 836, Best fit sample: 61005, Predicted cost: 1.053946, Actual cost: 0.000000, Square loss: 1.110803
Test sample: 837, Best fit sample: 98156, Predicted cost: 0.000000, Actual cost: 0.000638, Square loss: 0.000000
Test sample: 838, Best fit sample: 1265, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 839, Best fit sample: 4355, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 840, Best fit sample: 71083, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 841, Best fit sample: 16116, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 842, Best fit sample: 86514, Predicted cost: 0.000000, Actual cost: 0.962768, Square loss: 0.926922
Test sample: 843, Best fit sample: 50549, Predicted cost: 0.000000, Actual cost: 2.198665, Square loss: 4.834129
Test sample: 844, Best fit sample: 16644, Predicted cost: 1.570754, Actual cost: 2.215679, Square loss: 0.415929
Test sample: 845, Best fit sample: 39996, Predicted cost: 0.017789, Actual cost: 2.215987, Square loss: 4.832078
Test sample: 846, Best fit sample: 40639, Predicted cost: 0.003794, Actual cost: 0.000000, Square loss: 0.000014
Test sample: 847, Best fit sample: 1000, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 848, Best fit sample: 1000, Predicted cost: 0.000000, Actual cost: 0.206500, Square loss: 0.042642
Test sample: 849, Best fit sample: 1000, Predicted cost: 0.000000, Actual cost: 0.206566, Square loss: 0.042670
Test sample: 850, Best fit sample: 1000, Predicted cost: 0.000000, Actual cost: 0.281417, Square loss: 0.079195
Test sample: 851, Best fit sample: 43773, Predicted cost: 0.000843, Actual cost: 0.323752, Square loss: 0.104270
Test sample: 852, Best fit sample: 40639, Predicted cost: 0.003794, Actual cost: 0.325657, Square loss: 0.103596
Test sample: 853, Best fit sample: 40639, Predicted cost: 0.003794, Actual cost: 0.325659, Square loss: 0.103597
Test sample: 854, Best fit sample: 34907, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 855, Best fit sample: 3957, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 856, Best fit sample: 14236, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 857, Best fit sample: 14237, Predicted cost: 0.002058, Actual cost: 0.000620, Square loss: 0.000002
Test sample: 858, Best fit sample: 14238, Predicted cost: 0.002343, Actual cost: 0.019319, Square loss: 0.000288
Test sample: 859, Best fit sample: 23764, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 860, Best fit sample: 80, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 861, Best fit sample: 23765, Predicted cost: 0.078940, Actual cost: 0.002372, Square loss: 0.005863
Test sample: 862, Best fit sample: 90245, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 863, Best fit sample: 78678, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 864, Best fit sample: 90246, Predicted cost: 0.001531, Actual cost: 0.001531, Square loss: 0.000000
Test sample: 865, Best fit sample: 90247, Predicted cost: 3.802928, Actual cost: 6.909286, Square loss: 9.649462
Test sample: 866, Best fit sample: 94716, Predicted cost: 0.496377, Actual cost: 7.164076, Square loss: 44.458208
Test sample: 867, Best fit sample: 3301, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 868, Best fit sample: 59244, Predicted cost: 0.067348, Actual cost: 0.000049, Square loss: 0.004529
Test sample: 869, Best fit sample: 58709, Predicted cost: 0.000961, Actual cost: 6.907804, Square loss: 47.704478
Test sample: 870, Best fit sample: 99607, Predicted cost: 0.000000, Actual cost: 6.907843, Square loss: 47.718296
Test sample: 871, Best fit sample: 30164, Predicted cost: 0.273659, Actual cost: 6.908000, Square loss: 44.014483
Test sample: 872, Best fit sample: 87935, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 873, Best fit sample: 31331, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 874, Best fit sample: 89613, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 875, Best fit sample: 11292, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 876, Best fit sample: 26156, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 877, Best fit sample: 53998, Predicted cost: 0.257043, Actual cost: 0.788700, Square loss: 0.282659
Test sample: 878, Best fit sample: 45216, Predicted cost: 0.000000, Actual cost: 6.102383, Square loss: 37.239074
Test sample: 879, Best fit sample: 1251, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 880, Best fit sample: 22088, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 881, Best fit sample: 22089, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 882, Best fit sample: 22090, Predicted cost: 1.030073, Actual cost: 1.030073, Square loss: 0.000000
Test sample: 883, Best fit sample: 22090, Predicted cost: 1.030073, Actual cost: 1.078385, Square loss: 0.002334
Test sample: 884, Best fit sample: 8434, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 885, Best fit sample: 14971, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 886, Best fit sample: 89540, Predicted cost: 0.022940, Actual cost: 1.033970, Square loss: 1.022182
Test sample: 887, Best fit sample: 30519, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 888, Best fit sample: 30520, Predicted cost: 0.000334, Actual cost: 0.095977, Square loss: 0.009148
Test sample: 889, Best fit sample: 30519, Predicted cost: 0.000000, Actual cost: 0.096063, Square loss: 0.009228
Test sample: 890, Best fit sample: 27271, Predicted cost: 0.000000, Actual cost: 2.000591, Square loss: 4.002363
Test sample: 891, Best fit sample: 27272, Predicted cost: 3.053280, Actual cost: 5.144770, Square loss: 4.374333
Test sample: 892, Best fit sample: 14615, Predicted cost: 0.000000, Actual cost: 9.291876, Square loss: 86.338957
Test sample: 893, Best fit sample: 19169, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 894, Best fit sample: 19170, Predicted cost: 0.002403, Actual cost: 0.000262, Square loss: 0.000005
Test sample: 895, Best fit sample: 30395, Predicted cost: 0.000000, Actual cost: 2.617786, Square loss: 6.852806
Test sample: 896, Best fit sample: 1959, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 897, Best fit sample: 6, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 898, Best fit sample: 27616, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 899, Best fit sample: 29587, Predicted cost: 0.000760, Actual cost: 0.000760, Square loss: 0.000000
Test sample: 900, Best fit sample: 55170, Predicted cost: 0.006585, Actual cost: 0.007425, Square loss: 0.000001
Test sample: 901, Best fit sample: 55171, Predicted cost: 0.062133, Actual cost: 0.007479, Square loss: 0.002987
Test sample: 902, Best fit sample: 55170, Predicted cost: 0.006585, Actual cost: 0.007593, Square loss: 0.000001
Test sample: 903, Best fit sample: 55172, Predicted cost: 0.091993, Actual cost: 1.499627, Square loss: 1.981433
Test sample: 904, Best fit sample: 55172, Predicted cost: 0.091993, Actual cost: 1.563119, Square loss: 2.164213
Test sample: 905, Best fit sample: 21922, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 906, Best fit sample: 1912, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 907, Best fit sample: 52706, Predicted cost: 0.000402, Actual cost: 0.000402, Square loss: 0.000000
Test sample: 908, Best fit sample: 52707, Predicted cost: 0.057554, Actual cost: 0.057554, Square loss: 0.000000
Test sample: 909, Best fit sample: 66744, Predicted cost: 0.009567, Actual cost: 0.098104, Square loss: 0.007839
Test sample: 910, Best fit sample: 64446, Predicted cost: 0.197328, Actual cost: 0.000000, Square loss: 0.038938
Test sample: 911, Best fit sample: 34671, Predicted cost: 0.000007, Actual cost: 6.907755, Square loss: 47.716986
Test sample: 912, Best fit sample: 82637, Predicted cost: 0.698532, Actual cost: 8.640094, Square loss: 63.068403
Test sample: 913, Best fit sample: 30101, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 914, Best fit sample: 26848, Predicted cost: 0.000000, Actual cost: 0.000173, Square loss: 0.000000
Test sample: 915, Best fit sample: 12420, Predicted cost: 0.000000, Actual cost: 0.057762, Square loss: 0.003336
Test sample: 916, Best fit sample: 98087, Predicted cost: 0.366804, Actual cost: 0.066054, Square loss: 0.090451
Test sample: 917, Best fit sample: 57912, Predicted cost: 0.000000, Actual cost: 0.067073, Square loss: 0.004499
Test sample: 918, Best fit sample: 1655, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 919, Best fit sample: 1407, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 920, Best fit sample: 17796, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 921, Best fit sample: 85131, Predicted cost: 0.000637, Actual cost: 0.216747, Square loss: 0.046703
Test sample: 922, Best fit sample: 85132, Predicted cost: 0.000756, Actual cost: 0.216838, Square loss: 0.046691
Test sample: 923, Best fit sample: 85132, Predicted cost: 0.000756, Actual cost: 1.064187, Square loss: 1.130885
Test sample: 924, Best fit sample: 18508, Predicted cost: 0.000000, Actual cost: 1.375615, Square loss: 1.892317
Test sample: 925, Best fit sample: 57596, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 926, Best fit sample: 18973, Predicted cost: 0.003351, Actual cost: 0.000000, Square loss: 0.000011
Test sample: 927, Best fit sample: 4377, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 928, Best fit sample: 44836, Predicted cost: 0.336130, Actual cost: 6.907755, Square loss: 43.186258
Test sample: 929, Best fit sample: 91799, Predicted cost: 0.000000, Actual cost: 13.815511, Square loss: 190.868337
Test sample: 930, Best fit sample: 8661, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 931, Best fit sample: 98, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 932, Best fit sample: 68427, Predicted cost: 0.026928, Actual cost: 0.001132, Square loss: 0.000665
Test sample: 933, Best fit sample: 1134, Predicted cost: 0.315898, Actual cost: 0.000000, Square loss: 0.099791
Test sample: 934, Best fit sample: 1133, Predicted cost: 0.022440, Actual cost: 1.137580, Square loss: 1.243536
Test sample: 935, Best fit sample: 29797, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 936, Best fit sample: 27936, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 937, Best fit sample: 71010, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 938, Best fit sample: 92111, Predicted cost: 0.009364, Actual cost: 0.000253, Square loss: 0.000083
Test sample: 939, Best fit sample: 47131, Predicted cost: 0.003689, Actual cost: 0.000342, Square loss: 0.000011
Test sample: 940, Best fit sample: 92111, Predicted cost: 0.009364, Actual cost: 0.000342, Square loss: 0.000081
Test sample: 941, Best fit sample: 71010, Predicted cost: 0.000000, Actual cost: 0.000344, Square loss: 0.000000
Test sample: 942, Best fit sample: 93291, Predicted cost: 0.002683, Actual cost: 0.522427, Square loss: 0.270134
Test sample: 943, Best fit sample: 52025, Predicted cost: 0.000000, Actual cost: 0.531859, Square loss: 0.282874
Test sample: 944, Best fit sample: 59914, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 945, Best fit sample: 6368, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 946, Best fit sample: 34856, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 947, Best fit sample: 18278, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 948, Best fit sample: 73787, Predicted cost: 0.009108, Actual cost: 0.005382, Square loss: 0.000014
Test sample: 949, Best fit sample: 73788, Predicted cost: 0.013462, Actual cost: 0.024528, Square loss: 0.000122
Test sample: 950, Best fit sample: 73789, Predicted cost: 0.013884, Actual cost: 0.025354, Square loss: 0.000132
Test sample: 951, Best fit sample: 73790, Predicted cost: 0.013895, Actual cost: 0.025528, Square loss: 0.000135
Test sample: 952, Best fit sample: 73791, Predicted cost: 0.013896, Actual cost: 0.025528, Square loss: 0.000135
Test sample: 953, Best fit sample: 93752, Predicted cost: 0.026999, Actual cost: 0.046523, Square loss: 0.000381
Test sample: 954, Best fit sample: 93752, Predicted cost: 0.026999, Actual cost: 0.058502, Square loss: 0.000992
Test sample: 955, Best fit sample: 13861, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 956, Best fit sample: 19402, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 957, Best fit sample: 1557, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 958, Best fit sample: 78516, Predicted cost: 0.008188, Actual cost: 0.008188, Square loss: 0.000000
Test sample: 959, Best fit sample: 78516, Predicted cost: 0.008188, Actual cost: 0.099837, Square loss: 0.008400
Test sample: 960, Best fit sample: 14680, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 961, Best fit sample: 3282, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 962, Best fit sample: 14682, Predicted cost: 1.783533, Actual cost: 0.005817, Square loss: 3.160272
Test sample: 963, Best fit sample: 10512, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 964, Best fit sample: 73162, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 965, Best fit sample: 44589, Predicted cost: 0.057068, Actual cost: 0.023848, Square loss: 0.001104
Test sample: 966, Best fit sample: 10404, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 967, Best fit sample: 89580, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 968, Best fit sample: 5152, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 969, Best fit sample: 95515, Predicted cost: 0.008258, Actual cost: 6.907755, Square loss: 47.603060
Test sample: 970, Best fit sample: 95515, Predicted cost: 0.008258, Actual cost: 6.907874, Square loss: 47.604698
Test sample: 971, Best fit sample: 52424, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 972, Best fit sample: 52776, Predicted cost: 0.697766, Actual cost: 0.000000, Square loss: 0.486877
Test sample: 973, Best fit sample: 50543, Predicted cost: 0.000000, Actual cost: 0.076392, Square loss: 0.005836
Test sample: 974, Best fit sample: 19874, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 975, Best fit sample: 44102, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 976, Best fit sample: 60368, Predicted cost: 0.015408, Actual cost: 6.907755, Square loss: 47.504457
Test sample: 977, Best fit sample: 2110, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 978, Best fit sample: 1099, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 979, Best fit sample: 5549, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 980, Best fit sample: 2113, Predicted cost: 2.711320, Actual cost: 2.711320, Square loss: 0.000000
Test sample: 981, Best fit sample: 5550, Predicted cost: 0.042108, Actual cost: 0.042108, Square loss: 0.000000
Test sample: 982, Best fit sample: 5551, Predicted cost: 0.460684, Actual cost: 0.460684, Square loss: 0.000000
Test sample: 983, Best fit sample: 5552, Predicted cost: 0.460855, Actual cost: 3.172005, Square loss: 7.350332
Test sample: 984, Best fit sample: 8741, Predicted cost: 0.000000, Actual cost: 3.886693, Square loss: 15.106379
Test sample: 985, Best fit sample: 30322, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 986, Best fit sample: 70318, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 987, Best fit sample: 33877, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 988, Best fit sample: 30322, Predicted cost: 0.000000, Actual cost: 6.907755, Square loss: 47.717084
Test sample: 989, Best fit sample: 95909, Predicted cost: 0.698514, Actual cost: 9.771124, Square loss: 82.312248
Test sample: 990, Best fit sample: 17594, Predicted cost: 0.000919, Actual cost: 9.047911, Square loss: 81.848062
Test sample: 991, Best fit sample: 98361, Predicted cost: 0.000000, Actual cost: 9.066559, Square loss: 82.202489
Test sample: 992, Best fit sample: 95909, Predicted cost: 0.698514, Actual cost: 25.745438, Square loss: 627.348378
Test sample: 993, Best fit sample: 85664, Predicted cost: 0.013673, Actual cost: 26.315912, Square loss: 691.807815
Test sample: 994, Best fit sample: 5089, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 995, Best fit sample: 2507, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 996, Best fit sample: 17856, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Test sample: 997, Best fit sample: 57658, Predicted cost: 0.000000, Actual cost: 4.329048, Square loss: 18.740658
Test sample: 998, Best fit sample: 30965, Predicted cost: 0.000465, Actual cost: 4.332601, Square loss: 18.767396
Test sample: 999, Best fit sample: 95970, Predicted cost: 0.000000, Actual cost: 0.000000, Square loss: 0.000000
Average loss: 9.027750867980412 , Accuracy: 0.673
